ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro;Lucro Tratado;Marca do produto;Descrição complementar do produto;Descrição do produto;Preço Unitário;Custo;Custo Unitário;Lucro Unitário
6277;MX-2014-151183;2014-08-19;2014-08-24;Classe padrão;KG-16270;Kauã Goncalves;Varejo;Cárdenas;Matanzas;Cuba;Caribe;MAT-PA-10000551;Material de escritório;Papel;Enermax Caderno, Reciclado;568,2;3;0,0;244,20000000000002;244,20000000000002;Enermax;Reciclado;Caderno;189,4;324,0;108,0;81,4
6278;US-2012-168473;2012-12-12;2012-12-16;Classe padrão;LP-17425;Luan Pereira;Grande Empresa;David;Chiriquí;Panamá;Central;TEC-CO-10004255;Tecnologia;Copiadoras;Sharp Fax e copiadora, Colorida;1355,7856;2;0,402;-231,4144;231,4144;Sharp;Colorida;Fax e copiadora;677,8928;1124,7732;562,3866;115,7072
6279;MX-2014-158841;2014-09-19;2014-09-25;Classe padrão;MS-18865;Matilde Souza;Varejo;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-FI-10004997;Material de escritório;Fichários;Ibico Perfurador, Durável;511,20000000000005;3;0,2;101,99999999999997;101,99999999999997;Ibico;Durável;Perfurador;170,4;409,4000000000001;136,4666666666667;33,99999999999999
6280;US-2015-124646;2015-10-28;2015-10-28;No mesmo dia;CC-12025;Camila Correia;Varejo;León;Guanajuato;México;Norte;MÓV-CA-10000196;Móveis;Cadeiras;SAFCO Cadeira dobrável, Preto;1776,6400000000003;4;0,2;-422,56000000000006;422,56000000000006;SAFCO;Preto;Cadeira dobrável;444,1600000000001;1354,2800000000002;338,57000000000005;105,64000000000001
6281;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MAT-AR-10005000;Material de escritório;Armazenamento;Fellowes Armários, Tamanho real;1382,4;1;0,0;331,6;331,6;Fellowes;Tamanho real;Armários;1382,4;1050,8000000000002;1050,8000000000002;331,6
6282;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MÓV-MÓ-10001338;Móveis;Móveis ;Advantus Porta retrato, Premium;3440,0;10;0,0;790,0;790,0;Advantus;Premium;Porta retrato;344,0;2650,0;265,0;79,0
6283;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MAT-FI-10001531;Material de escritório;Fichários;Avery Encadernadora, Reciclado;656,0000000000001;2;0,0;144,0;144,0;Avery;Reciclado;Encadernadora;328,00000000000006;512,0000000000001;256,00000000000006;72,0
6284;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MAT-ET-10004236;Material de escritório;Etiquetas;Harbour Creations Etiquetas removíveis, Ajustável;220,0;4;0,0;74,4;74,4;Harbour;Ajustável;Creations Etiquetas removíveis;55,0;145,6;36,4;18,6
6285;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MAT-AR-10002111;Material de escritório;Arte;Stanley Tela, Tamanhos variados;702,0;2;0,0;147,2;147,2;Stanley;Tamanhos variados;Tela;351,0;554,8;277,4;73,6
6286;MX-2012-135573;2012-11-23;2012-11-26;Segunda classe;DS-13030;Diogo Sousa;Pequenas e Medias Empresas;Santa Rosa;Rio Grande do Sul;Brasil;Sul;MAT-PA-10000202;Material de escritório;Papel;Xerox Artigos de papelaria, Reciclado;2692,7999999999997;9;0,0;1238,3999999999999;1238,3999999999999;Xerox;Reciclado;Artigos de papelaria;299,2;1454,3999999999999;161,6;137,6
6287;MX-2015-166702;2015-11-20;2015-11-25;Classe padrão;JC-15805;Julian Correia;Grande Empresa;Coyoacán;Distrito Federal;México;Norte;MAT-AC-10004362;Material de escritório;Acessórios;Hamilton Beach Liquidificador, Prata;957,2000000000002;2;0,0;124,4;124,4;Hamilton;Prata;Beach Liquidificador;478,6000000000001;832,8000000000002;416,4000000000001;62,2
6288;MX-2013-113306;2013-10-29;2013-11-02;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Durango;Durango;México;Norte;MÓV-ES-10001838;Móveis;Estantes;Bush Par, Preto;2005,44;3;0,2;401,0400000000001;401,0400000000001;Bush;Preto;Par;668,48;1604,6;534,8666666666667;133,68000000000004
6289;MX-2013-113306;2013-10-29;2013-11-02;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Durango;Durango;México;Norte;MAT-FI-10001391;Material de escritório;Fichários;Acco Perfurador, Transparente;1380,3999999999999;7;0,0;233,79999999999998;233,79999999999998;Acco;Transparente;Perfurador;197,2;1146,6;163,79999999999998;33,4
6290;MX-2012-135979;2012-01-14;2012-01-20;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Estelí;Estelí;Nicarágua;Central;MAT-PA-10003731;Material de escritório;Papel;Eaton Resma, Embalagem com 12;2455,2000000000003;12;0,0;72,0;72,0;Eaton;Embalagem com 12;Resma;204,60000000000002;2383,2000000000003;198,60000000000002;6,0
6291;MX-2012-135979;2012-01-14;2012-01-20;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Estelí;Estelí;Nicarágua;Central;MÓV-ES-10000253;Móveis;Estantes;Safco Conjunto de pratelheiras, Tradicional;3934,7999999999997;3;0,0;1809,6000000000001;1809,6000000000001;Safco;Tradicional;Conjunto de pratelheiras;1311,6;2125,2;708,4;603,2
6292;MX-2012-135979;2012-01-14;2012-01-20;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Estelí;Estelí;Nicarágua;Central;MAT-AR-10004926;Material de escritório;Armazenamento;Tenex Pratelheiras, Tamanho real;1093,8000000000002;3;0,0;283,79999999999995;283,79999999999995;Tenex;Tamanho real;Pratelheiras;364,6000000000001;810,0000000000002;270,00000000000006;94,59999999999998
6293;MX-2012-135979;2012-01-14;2012-01-20;Classe padrão;BA-11095;Beatriz Azevedo;Grande Empresa;Estelí;Estelí;Nicarágua;Central;MAT-FI-10002390;Material de escritório;Fichários;Cardinal Capa para fichário, Reciclado;659,2;8;0,0;91,19999999999999;91,19999999999999;Cardinal;Reciclado;Capa para fichário;82,4;568,0;71,0;11,399999999999999
6294;MX-2013-120292;2013-05-03;2013-05-07;Classe padrão;SS-20410;Sarah Santos;Varejo;Managua;Managua;Nicarágua;Central;MAT-FI-10002664;Material de escritório;Fichários;Cardinal Perfurador, Econômico;1344,0;7;0,0;403,19999999999993;403,19999999999993;Cardinal;Econômico;Perfurador;192,0;940,8000000000001;134,4;57,59999999999999
6295;US-2015-119172;2015-12-04;2015-12-08;Classe padrão;LB-16750;Lavinia Barros;Varejo;Choloma;Cortés;Honduras;Central;MÓV-CA-10002854;Móveis;Cadeiras;Novimex Protetor de piso, Preto;431,2799999999999;2;0,4;-244,7199999999999;244,7199999999999;Novimex;Preto;Protetor de piso;215,63999999999996;186,95999999999998;93,47999999999999;122,35999999999996
6296;MX-2013-104787;2013-12-04;2013-12-10;Classe padrão;LS-17350;Livia Santos;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-CO-10000089;Tecnologia;Copiadoras;Brother Fax sem fio, Digital;7553,862000000001;3;0,002;1574,262;1574,262;Brother;Digital;Fax sem fio;2517,954;5979,602000000002;1993,2006666666673;524,754
6297;MX-2013-104787;2013-12-04;2013-12-10;Classe padrão;LS-17350;Livia Santos;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-MA-10003883;Material de escritório;Materiais;Kleencut Régua, Industrial;202,39999999999998;2;0,0;32,0;32,0;Kleencut;Industrial;Régua;101,19999999999999;170,39999999999998;85,19999999999999;16,0
6298;MX-2013-104787;2013-12-04;2013-12-10;Classe padrão;LS-17350;Livia Santos;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-MÁ-10001338;Tecnologia;Máquinas;Panasonic Impressora, Durável;5332,200000000001;3;0,0;693,0;693,0;Panasonic;Durável;Impressora;1777,4000000000003;4639,200000000001;1546,4000000000003;231,0
6299;MX-2014-102477;2014-08-29;2014-09-02;Classe padrão;MS-18550;Marisa Silva;Varejo;Choloma;Cortés;Honduras;Central;TEC-CO-10002822;Tecnologia;Copiadoras;Canon Copiadora, Colorida;3152,4168;3;0,402;147,01680000000033;147,01680000000033;Canon;Colorida;Copiadora;1050,8056;3005,8019999999997;1001,9339999999999;49,00560000000011
6300;MX-2014-168158;2014-11-04;2014-11-08;Classe padrão;NS-19210;Nicolas Souza;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-EN-10002041;Material de escritório;Envelopes;Kraft Envelope kraft, Vermelho;360,35999999999996;3;0,4;47,75999999999999;47,75999999999999;Kraft;Vermelho;Envelope kraft;120,11999999999999;312,99999999999994;104,33333333333331;15,919999999999996
6301;MX-2015-118451;2015-12-26;2015-12-30;Segunda classe;JC-15805;Julian Correia;Grande Empresa;Las Tunas;Las Tunas;Cuba;Caribe;MAT-AR-10001367;Material de escritório;Arte;Stanley Canetas, Azul;335,00000000000006;5;0,0;67,0;67,0;Stanley;Azul;Canetas;67,00000000000001;268,00000000000006;53,60000000000001;13,4
6302;US-2014-138380;2014-09-04;2014-09-06;Segunda classe;BG-11695;Bruna Gomes;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;TEC-CO-10000545;Tecnologia;Copiadoras;HP Tinta, Colorida;3112,9488;6;0,402;-635,8512000000001;635,8512000000001;HP;Colorida;Tinta;518,8248;2477,4996;412,9166;105,97520000000002
6303;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-FI-10000337;Material de escritório;Fichários;Cardinal Divisórias, Durável;292,0;5;0,0;93,0;93,0;Cardinal;Durável;Divisórias;58,4;199,0;39,8;18,6
6304;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-CO-10002608;Material de escritório;Colchetes;OIC Grampos, Embalagem com 12;502,59999999999997;7;0,0;44,800000000000004;44,800000000000004;OIC;Embalagem com 12;Grampos;71,8;457,79999999999995;65,39999999999999;6,4
6305;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;TEC-CO-10004626;Tecnologia;Copiadoras;HP Fax, Vermelho;3967,249599999999;2;0,002;707,2496000000001;707,2496000000001;HP;Vermelho;Fax;1983,6247999999996;3260,001999999999;1630,0009999999995;353,62480000000005
6306;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;TEC-TE-10002071;Tecnologia;Telefones;Samsung Smart Phone, Azul;3286,3999999999996;4;0,0;1018,4000000000001;1018,4000000000001;Samsung;Azul;Smart Phone;821,5999999999999;2267,9999999999995;566,9999999999999;254,60000000000002
6307;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-MA-10004447;Material de escritório;Materiais;Fiskars Cortador de papel, Azul;846,0000000000002;3;0,0;67,19999999999999;67,19999999999999;Fiskars;Azul;Cortador de papel;282,00000000000006;778,8000000000002;259,6000000000001;22,399999999999995
6308;MX-2014-107447;2014-05-28;2014-05-30;Segunda classe;GR-14710;Giovana Rodrigues;Varejo;Holguín;Holguín;Cuba;Caribe;MAT-ET-10001653;Material de escritório;Etiquetas;Harbour Creations Etiquetas para codificação colorida, Durável;88,59999999999998;1;0,0;30,0;30,0;Harbour;Durável;Creations Etiquetas para codificação colorida;88,59999999999998;58,59999999999998;58,59999999999998;30,0
6309;MX-2014-106425;2014-03-29;2014-04-02;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MAT-AC-10002035;Material de escritório;Acessórios;Hoover Torradeira, Prata;1687,8;5;0,4;167,79999999999995;167,79999999999995;Hoover;Prata;Torradeira;337,56;1520,4;304,08000000000004;33,55999999999999
6310;MX-2014-106425;2014-03-29;2014-04-02;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MÓV-CA-10002735;Móveis;Cadeiras;HON Poltrona, Preto;5456,519999999999;3;0,4;-2092,079999999999;2092,079999999999;HON;Preto;Poltrona;1818,8399999999995;3364,8399999999992;1121,613333333333;697,3599999999997
6311;MX-2014-106425;2014-03-29;2014-04-02;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MÓV-CA-10004326;Móveis;Cadeiras;Novimex Cadeira de balanço, Par;2673,6000000000004;5;0,4;-178,4000000000001;178,4000000000001;Novimex;Par;Cadeira de balanço;534,72;2495,6000000000004;499,12000000000006;35,68000000000002
6312;MX-2014-106425;2014-03-29;2014-04-02;Classe padrão;DM-13105;Douglas Melo;Grande Empresa;Cidade do Panamá;Panamá;Panamá;Central;MÓV-MÓ-10001597;Móveis;Móveis ;Eldon Moldura, Durável;1812,4800000000002;4;0,4;-362,72000000000037;362,72000000000037;Eldon;Durável;Moldura;453,12000000000006;1450,1599999999999;362,53999999999996;90,68000000000009
6313;MX-2014-164630;2014-08-27;2014-08-30;Primeira classe;BG-11170;Beatriz Goncalves;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;TEC-TE-10002270;Tecnologia;Telefones;Nokia Smart Phone, Tamanhos variados;2520,0;3;0,0;730,8;730,8;Nokia;Tamanhos variados;Smart Phone;840,0;1789,2;596,4;243,6
6314;MX-2014-164630;2014-08-27;2014-08-30;Primeira classe;BG-11170;Beatriz Goncalves;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MÓV-MÓ-10000968;Móveis;Móveis ;Tenex Lâmpada, Premium;234,0;2;0,0;20,8;20,8;Tenex;Premium;Lâmpada;117,0;213,2;106,6;10,4
6315;MX-2014-164630;2014-08-27;2014-08-30;Primeira classe;BG-11170;Beatriz Goncalves;Pequenas e Medias Empresas;Mixco;Guatemala;Guatemala;Central;MÓV-MÓ-10000559;Móveis;Móveis ;Advantus Porta retrato, Embalagem multipack;1414,4;4;0,0;678,4;678,4;Advantus;Embalagem multipack;Porta retrato;353,6;736,0000000000001;184,00000000000003;169,6
6316;MX-2014-161739;2014-04-12;2014-04-17;Classe padrão;RL-20170;Ryan Lima;Varejo;Resende;Rio de Janeiro;Brasil;Sul;MÓV-CA-10001016;Móveis;Cadeiras;Harbour Creations Protetor de piso, Preto;5101,8;11;0,0;866,8;866,8;Harbour;Preto;Creations Protetor de piso;463,8;4235,0;385,0;78,8
6317;MX-2014-161739;2014-04-12;2014-04-17;Classe padrão;RL-20170;Ryan Lima;Varejo;Resende;Rio de Janeiro;Brasil;Sul;MAT-AR-10003549;Material de escritório;Armazenamento;Smead Bandejas, Metal;951,0;3;0,0;199,20000000000002;199,20000000000002;Smead;Metal;Bandejas;317,0;751,8;250,6;66,4
6318;MX-2014-161739;2014-04-12;2014-04-17;Classe padrão;RL-20170;Ryan Lima;Varejo;Resende;Rio de Janeiro;Brasil;Sul;MAT-CO-10000736;Material de escritório;Colchetes;OIC Percevejo niquelado, Metal;283,79999999999995;3;0,0;70,80000000000001;70,80000000000001;OIC;Metal;Percevejo niquelado;94,59999999999998;212,99999999999994;70,99999999999999;23,600000000000005
6319;US-2015-148110;2015-10-23;2015-10-28;Classe padrão;BB-11785;Bruno Barbosa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10000939;Material de escritório;Arte;Boston Marcador, Tamanhos variados;591,0;5;0,4;-50,00000000000006;50,00000000000006;Boston;Tamanhos variados;Marcador;118,2;541,3999999999999;108,27999999999997;10,00000000000001
6320;US-2015-148110;2015-10-23;2015-10-28;Classe padrão;BB-11785;Bruno Barbosa;Varejo;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10002893;Móveis;Cadeiras;HON Cadeira de praia, Ajustável;952,8;5;0,4;-270,20000000000005;270,20000000000005;HON;Ajustável;Cadeira de praia;190,56;682,9999999999999;136,59999999999997;54,040000000000006
6321;US-2014-140193;2014-12-19;2014-12-24;Segunda classe;KC-16390;Kauan Carvalho;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-CO-10004510;Material de escritório;Colchetes;Stockwell Prendedores de papel, Embalagem com 12;149,28;2;0,4;-67,52000000000001;67,52000000000001;Stockwell;Embalagem com 12;Prendedores de papel;74,64;82,16;41,08;33,760000000000005
6322;US-2014-140193;2014-12-19;2014-12-24;Segunda classe;KC-16390;Kauan Carvalho;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10000858;Material de escritório;Fichários;Wilson Jones Divisórias, Durável;159,0;5;0,4;-48,000000000000014;48,000000000000014;Wilson;Durável;Jones Divisórias;31,8;111,39999999999999;22,279999999999998;9,600000000000003
6323;US-2014-140193;2014-12-19;2014-12-24;Segunda classe;KC-16390;Kauan Carvalho;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-PA-10004249;Material de escritório;Papel;Xerox Papel de pergaminho, Premium;159,12;3;0,4;-53,28000000000001;53,28000000000001;Xerox;Premium;Papel de pergaminho;53,04;106,24000000000001;35,413333333333334;17,76
6324;US-2014-140193;2014-12-19;2014-12-24;Segunda classe;KC-16390;Kauan Carvalho;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10003063;Material de escritório;Fichários;Avery Capa para fichário, Transparente;210,6;5;0,4;-25,400000000000006;25,400000000000006;Avery;Transparente;Capa para fichário;42,12;185,6;37,12;5,080000000000001
6325;MX-2012-166282;2012-06-03;2012-06-04;Primeira classe;EA-13585;Enzo Azevedo;Grande Empresa;San Martín;Cuscatlán;El Salvador;Central;MAT-AC-10004091;Material de escritório;Acessórios;Breville Moedor de café, Branco;800,0;2;0,0;160,0;160,0;Breville;Branco;Moedor de café;400,0;640,0;320,0;80,0
6326;MX-2013-158939;2013-09-15;2013-09-21;Classe padrão;MA-18805;Matilde Araujo;Pequenas e Medias Empresas;Los Mochis;Sinaloa;México;Norte;MAT-FI-10000516;Material de escritório;Fichários;Wilson Jones Divisórias, Transparente;354,59999999999997;9;0,0;70,2;70,2;Wilson;Transparente;Jones Divisórias;39,4;284,4;31,599999999999998;7,800000000000001
6327;MX-2013-158939;2013-09-15;2013-09-21;Classe padrão;MA-18805;Matilde Araujo;Pequenas e Medias Empresas;Los Mochis;Sinaloa;México;Norte;MAT-AR-10003215;Material de escritório;Arte;Stanley Tela, Metal;1352,8;4;0,0;648,8;648,8;Stanley;Metal;Tela;338,2;704,0;176,0;162,2
6328;MX-2014-168151;2014-08-06;2014-08-09;Segunda classe;KB-16465;Kauê Barbosa;Varejo;Carrefour;Oeste;Haiti;Caribe;MAT-PA-10000502;Material de escritório;Papel;Green Bar Papel de pergaminho, Premium;133,43999999999997;2;0,4;4,240000000000009;4,240000000000009;Green;Premium;Bar Papel de pergaminho;66,71999999999998;129,59999999999997;64,79999999999998;2,1200000000000045
6329;MX-2014-168151;2014-08-06;2014-08-09;Segunda classe;KB-16465;Kauê Barbosa;Varejo;Carrefour;Oeste;Haiti;Caribe;TEC-TE-10003197;Tecnologia;Telefones;Motorola Telefone do escritório, Azul;1722,2399999999998;6;0,4;-747,3599999999999;747,3599999999999;Motorola;Azul;Telefone do escritório;287,03999999999996;975,28;162,54666666666665;124,55999999999999
6330;MX-2014-168151;2014-08-06;2014-08-09;Segunda classe;KB-16465;Kauê Barbosa;Varejo;Carrefour;Oeste;Haiti;Caribe;MAT-MA-10003716;Material de escritório;Materiais;Acme Estilete, Azul;604,8;4;0,4;100,79999999999995;100,79999999999995;Acme;Azul;Estilete;151,2;504,4;126,1;25,19999999999999
6331;MX-2014-168151;2014-08-06;2014-08-09;Segunda classe;KB-16465;Kauê Barbosa;Varejo;Carrefour;Oeste;Haiti;Caribe;MAT-CO-10000655;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem com 12;351,96;7;0,4;-124,03999999999999;124,03999999999999;Stockwell;Embalagem com 12;Percevejo niquelado;50,279999999999994;228,31999999999996;32,61714285714285;17,72
6332;US-2014-110366;2014-06-22;2014-06-24;Segunda classe;SS-20680;Sophia Santos;Pequenas e Medias Empresas;San Pedro Sula;Cortés;Honduras;Central;MAT-MA-10000059;Material de escritório;Materiais;Acme Estilete, Retangular;414,0;3;0,4;-55,20000000000002;55,20000000000002;Acme;Retangular;Estilete;138,0;359,19999999999993;119,7333333333333;18,400000000000006
6333;MX-2013-126536;2013-10-24;2013-10-26;Primeira classe;LS-17905;Luiza Santos;Grande Empresa;Villa Nueva;Guatemala;Guatemala;Central;MAT-AR-10000333;Material de escritório;Arte;Boston Marcadores de texto, Metal;536,8;4;0,0;107,2;107,2;Boston;Metal;Marcadores de texto;134,2;429,59999999999997;107,39999999999999;26,8
6334;MX-2013-126536;2013-10-24;2013-10-26;Primeira classe;LS-17905;Luiza Santos;Grande Empresa;Villa Nueva;Guatemala;Guatemala;Central;MÓV-MÓ-10002372;Móveis;Móveis ;Deflect-O Peso de porta, Durável;1639,1999999999998;6;0,0;736,8;736,8;Deflect-O;Durável;Peso de porta;273,2;902,3999999999999;150,39999999999998;122,8
6335;MX-2012-137603;2012-08-04;2012-08-08;Classe padrão;SP-20395;Sarah Pinto;Varejo;Nicolás Romero;México;México;Norte;TEC-MÁ-10003754;Tecnologia;Máquinas;Panasonic Calculadora, Branco;1298,4;4;0,0;388,8;388,8;Panasonic;Branco;Calculadora;324,6;909,6000000000001;227,40000000000003;97,2
6336;MX-2012-137603;2012-08-04;2012-08-08;Classe padrão;SP-20395;Sarah Pinto;Varejo;Nicolás Romero;México;México;Norte;MAT-AR-10004122;Material de escritório;Armazenamento;Rogers Armários, Industrial;2828,0;2;0,0;904,8;904,8;Rogers;Industrial;Armários;1414,0;1923,2;961,6;452,4
6337;MX-2012-137603;2012-08-04;2012-08-08;Classe padrão;SP-20395;Sarah Pinto;Varejo;Nicolás Romero;México;México;Norte;MAT-EN-10002176;Material de escritório;Envelopes;Ames Envelope com fecho, Vermelho;358,0;5;0,0;171,0;171,0;Ames;Vermelho;Envelope com fecho;71,6;187,0;37,4;34,2
6338;MX-2012-137603;2012-08-04;2012-08-08;Classe padrão;SP-20395;Sarah Pinto;Varejo;Nicolás Romero;México;México;Norte;MAT-EN-10004248;Material de escritório;Envelopes;GlobeWeis Envelope com fecho, Prata;163,99999999999997;2;0,0;80,0;80,0;GlobeWeis;Prata;Envelope com fecho;81,99999999999999;83,99999999999997;41,999999999999986;40,0
6339;MX-2012-161963;2012-12-26;2012-12-28;Segunda classe;RA-19855;Rebeca Araujo;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-FI-10002664;Material de escritório;Fichários;Cardinal Perfurador, Econômico;307,20000000000005;2;0,2;38,39999999999998;38,39999999999998;Cardinal;Econômico;Perfurador;153,60000000000002;269,00000000000006;134,50000000000003;19,19999999999999
6340;MX-2012-161963;2012-12-26;2012-12-28;Segunda classe;RA-19855;Rebeca Araujo;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;TEC-MÁ-10003628;Tecnologia;Máquinas;Epson Impressora de crachás, Branco;2020,3200000000006;6;0,7;-4310,88;4310,88;Epson;Branco;Impressora de crachás;336,7200000000001;-2289,8599999999997;-381,64333333333326;718,48
6341;MX-2012-161963;2012-12-26;2012-12-28;Segunda classe;RA-19855;Rebeca Araujo;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-AC-10000601;Material de escritório;Acessórios;Breville Micro-ondas, Vermelho;3218,2400000000002;2;0,2;-40,56000000000006;40,56000000000006;Breville;Vermelho;Micro-ondas;1609,1200000000001;3177,88;1588,94;20,28000000000003
6342;MX-2013-138597;2013-06-08;2013-06-12;Classe padrão;BS-11845;Bruno Silva;Grande Empresa;Concepción del Uruguay;Entre Ríos;Argentina;Sul;MAT-PA-10000863;Material de escritório;Papel;Enermax Cadernetas, Embalagem com 12;237,60000000000005;3;0,4;31,19999999999999;31,19999999999999;Enermax;Embalagem com 12;Cadernetas;79,20000000000002;206,80000000000007;68,93333333333335;10,399999999999997
6343;US-2015-165512;2015-03-24;2015-03-28;Classe padrão;MD-18325;Marina Dias;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MÓV-ES-10004981;Móveis;Estantes;Bush Biblioteca, Metal;2910,24;2;0,4;-1164,1599999999999;1164,1599999999999;Bush;Metal;Biblioteca;1455,12;1746,48;873,24;582,0799999999999
6344;US-2015-165512;2015-03-24;2015-03-28;Classe padrão;MD-18325;Marina Dias;Varejo;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;TEC-TE-10004136;Tecnologia;Telefones;Cisco Telefone do escritório, Embalagem tipo bulk;644,4;2;0,4;10,399999999999977;10,399999999999977;Cisco;Embalagem tipo bulk;Telefone do escritório;322,2;634,4;317,2;5,199999999999989
6345;MX-2015-145800;2015-07-29;2015-07-31;Segunda classe;JL-15685;Julia Lima;Grande Empresa;Cidade do México;Distrito Federal;México;Norte;TEC-TE-10000976;Tecnologia;Telefones;Samsung Repetidor de sinal, Tamanhos variados;1859,2;2;0,0;594,8;594,8;Samsung;Tamanhos variados;Repetidor de sinal;929,6;1264,4;632,2;297,4
6346;MX-2014-134831;2014-03-18;2014-03-20;Segunda classe;AA-10840;Arthur Araujo;Varejo;General Escobedo;Novo Leão;México;Norte;MAT-AR-10001690;Material de escritório;Arte;Stanley Bloco de desenho, Embalagem tipo bulk;894,0;3;0,0;268,20000000000005;268,20000000000005;Stanley;Embalagem tipo bulk;Bloco de desenho;298,0;625,8;208,6;89,40000000000002
6347;MX-2014-134831;2014-03-18;2014-03-20;Segunda classe;AA-10840;Arthur Araujo;Varejo;General Escobedo;Novo Leão;México;Norte;TEC-AC-10003603;Tecnologia;Acessórios;Logitech Teclado, Econômico;6762,000000000001;14;0,0;1688,3999999999999;1688,3999999999999;Logitech;Econômico;Teclado;483,00000000000006;5073,600000000001;362,4000000000001;120,6
6348;MX-2012-141376;2012-10-04;2012-10-10;Classe padrão;RA-19795;Raissa Azevedo;Pequenas e Medias Empresas;Izúcar de Matamoros;Puebla;México;Norte;MAT-PA-10004818;Material de escritório;Papel;Enermax Resma, Reciclado;567,5999999999999;3;0,0;249,60000000000002;249,60000000000002;Enermax;Reciclado;Resma;189,19999999999996;317,9999999999999;105,99999999999996;83,2
6349;MX-2014-100069;2014-05-06;2014-05-10;Segunda classe;EB-13495;Emily Barros;Grande Empresa;Chapecó;Santa Catarina;Brasil;Sul;MAT-ET-10001964;Material de escritório;Etiquetas;Avery Etiquetas jurídicas, Durável;312,8;4;0,0;124,80000000000001;124,80000000000001;Avery;Durável;Etiquetas jurídicas;78,2;188,0;47,0;31,200000000000003
